Monte Carlo All Values Report (MIMIC_CUA_simple.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold 1 (Usual care))","Cost
(Threshold 4 (SF < 110))","Effectiveness
(Threshold 1 (Usual care))","Effectiveness
(Threshold 4 (SF < 110))","NMB
(Threshold 1 (Usual care))","NMB
(Threshold 4 (SF < 110))","Optimal
Strategy","t_currentage
(Threshold 1 (Usual care))","t_currentage
(Threshold 4 (SF < 110))","t_dischargesurvival_finalscale
(Threshold 1 (Usual care))","t_dischargesurvival_finalscale
(Threshold 4 (SF < 110))","t_hospitalduration
(Threshold 1 (Usual care))","t_hospitalduration
(Threshold 4 (SF < 110))","t_imv
(Threshold 1 (Usual care))","t_imv
(Threshold 4 (SF < 110))","t_imvduration
(Threshold 1 (Usual care))","t_imvduration
(Threshold 4 (SF < 110))","t_lifespan
(Threshold 1 (Usual care))","t_lifespan
(Threshold 4 (SF < 110))","t_ltd
(Threshold 1 (Usual care))","t_ltd
(Threshold 4 (SF < 110))","t_oxygenduration
(Threshold 1 (Usual care))","t_oxygenduration
(Threshold 4 (SF < 110))","t_survive
(Threshold 1 (Usual care))","t_survive
(Threshold 4 (SF < 110))","threshold
(Threshold 1 (Usual care))","threshold
(Threshold 4 (SF < 110))",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold 1 (Usual care))","Longterm disability
(Threshold 4 (SF < 110))","IMV duration
(Threshold 1 (Usual care))","IMV duration
(Threshold 4 (SF < 110))","Life expectancy
(Threshold 1 (Usual care))","Life expectancy
(Threshold 4 (SF < 110))"
928,73237.74726,83490.25428,8.06119699,9.197698384,-73237.74726,-83490.25428,Threshold 1 (Usual care),65.18130908,65.31238686,0,0,6.069705559,6.178587525,0.3198,0.568,3.335970167,6.227300165,15.22651742,15.22493855,0.0846,0.1404,3.595113744,3.618953221,0.7632,0.8814,1,4,30005.67799,23434.40615,3183.692486,23363.8102,0.205141531,82.42213219,65.31238686,0.449264337,0.491931976,0.367254968,0.756798569,0.159285459,0.685699571,0.462724271,0.601068128,0.624421591,0.880689068,2.377736392,-0.439763378,-0.12034909,-0.081393707,0.014622269,1.499071146,-0.465749427,-0.128370963,-0.0860997,0.051771789,-0.149583812,2.189620402,-0.374592467,-0.158466514,-0.116471119,0.057645922,-0.22078146,12.83290781,3.618953221,6.182190803,0.043846285,0.191042899,0.183477688,0.436712653,0.573493829,5975.351334,4946.20569,3820.992901,4004.279847,2483.926185,3778.192564,3150.601799,2567.296992,3804.267773,2708.314749,2504.431189,1893.718113,1956.950292,1820.850138,1813.922792,37078.53288,9690.340347,9679.153734,6254.30303,5704.195598,0.116455674,0.520521588,0.476686148,0.190690577,1.023722194,0.45494813,15.3435501,83.74412983,1.482709898,0.0846,0.1404,3.335970167,6.227300165,10.66561008,12.25391854
929,68647.99849,84270.47494,7.217119345,7.673572992,-68647.99849,-84270.47494,Threshold 1 (Usual care),64.59633714,64.7095162,0,0,6.240193061,6.139671517,0.3198,0.7492,2.402799027,6.255381329,12.77276827,12.27232375,0.0486,0.126,4.823631218,4.671156157,0.7886,0.8984,1,4,30014.73182,23700.88548,4243.165516,23696.69542,0.170543984,83.13373655,64.7095162,0.448766957,0.503134987,0.376980166,0.792641622,0.40419751,0.542408461,0.517162255,0.611285644,0.827456878,0.889391909,2.306909256,-0.400161658,-0.159678642,-0.008240531,-0.128049159,1.959379055,-0.403382451,-0.191419347,-0.105702964,0.056108156,-0.268845111,2.24711572,-0.402815131,-0.121830814,0.055289185,0.024667091,-0.222806895,9.284553021,4.671156157,6.139671517,0.00650834,0.150307744,0.371781482,0.310499664,0.568357359,5646.731088,4097.436516,4296.914107,3668.119122,3478.941554,4300.6246,2291.68873,4317.326138,2462.657109,1664.516331,2411.35166,1242.137613,2875.74524,1356.115499,1774.628304,37298.28158,5417.679057,9399.534399,2276.961893,4109.751055,0.158428205,0.326167121,0.121517172,0.068498813,1.52924378,0.404486859,10.20984679,38.85017731,0.633019356,0.0486,0.126,2.402799027,6.255381329,9.435650235,10.13473559
930,66092.23018,81047.35302,7.301952185,10.34121677,-66092.23018,-81047.35302,Threshold 1 (Usual care),64.74491333,64.88443762,0,0,4.211815129,4.427858092,0.254,0.6744,1.827521874,5.068202925,16.68111056,16.74509733,0.0346,0.109,3.512817495,3.536271375,0.6122,0.896,1,4,29992.59316,28217.78119,4361.470877,28347.32198,0.155730486,82.89623134,64.88443762,0.449781535,0.498812059,0.3676887,0.614784375,0.084867075,0.865947528,0.581481547,0.66784017,0.73538714,0.897156064,2.078858094,-0.477588656,-0.21924265,-0.054772899,-0.025030419,1.448117887,-0.384659073,-0.108521389,-0.106356104,0.058806413,-0.106945135,1.894803939,-0.460195291,-0.138176205,-0.106908231,-0.0055458,-0.310904752,10.31984238,3.536271375,4.427858092,0.011962093,0.057858381,0.27094751,0.433423594,0.620703914,8835.205155,5366.725531,3364.243052,4926.972648,3323.459894,2848.621209,2671.617332,1636.503231,1383.914442,3211.418385,2621.520264,1991.240257,1238.260807,1320.805568,1351.557719,33270.0334,19126.28355,13154.69005,4612.87469,9010.042206,0.077956228,0.187225926,0.296562621,0.221968052,1.843344106,0.455917619,21.40190847,99.97842845,1.195626453,0.0346,0.109,1.827521874,5.068202925,9.545551378,13.67682652
931,69624.55484,83590.75488,5.540348786,9.583933355,-69624.55484,-83590.75488,Threshold 1 (Usual care),64.7201673,64.85021779,0,0,4.742451483,4.877547096,0.393,0.7738,2.460173411,5.816161202,16.14649713,16.39737552,0.0452,0.1254,3.410395398,3.722282363,0.5022,0.8658,1,4,30003.76618,29458.31495,1309.493302,29504.7547,0.337341332,82.72935974,64.85021779,0.449945874,0.498830627,0.457878045,0.504933243,0.206510346,0.859552724,0.470082691,0.786846391,0.862035262,0.862264086,2.243658245,-0.585173884,-0.276007085,-0.028124842,-0.169524593,1.667780741,-0.512769167,-0.245264671,-0.145359634,0.098147424,-0.22114169,1.95689594,-0.277175065,-0.154261365,0.069631109,0.140496002,-0.250587446,9.391774972,3.722282363,4.877547096,0.01979585,0.142731344,0.355292692,0.44611237,0.635036835,4688.022527,3845.087728,4944.144935,4135.334478,3549.751453,3372.711153,3090.275164,1607.614809,2919.497485,2544.763832,1860.235523,1486.401947,2433.069601,2404.355276,1959.327038,24809.41192,15150.86445,7116.775319,4686.554973,7087.313278,0.326909427,0.26169272,0.261502974,0.205891083,1.967284469,0.512503977,15.95218723,73.24106437,1.603714373,0.0452,0.1254,2.460173411,5.816161202,7.417424817,13.13401618
932,76159.36723,90489.98188,8.086813423,7.555499746,-76159.36723,-90489.98188,Threshold 1 (Usual care),65.00444987,65.14518134,0,0,5.061957899,5.056479137,0.3674,0.7626,3.658884739,7.850858847,14.8543776,15.22813186,0.0928,0.1552,3.569012118,3.231846854,0.807,0.7704,1,4,30039.71066,31360.40627,3726.522692,31459.8983,0.363889238,82.56444736,65.14518134,0.45030206,0.503306463,0.373054532,0.809865466,0.248757229,0.6075827,0.622047799,0.852208647,0.916338542,0.780021216,2.392574666,-0.533184802,-0.214753719,-0.063526537,-0.011528517,1.516419591,-0.492843422,-0.187154635,-0.174720566,0.059863543,-0.208786213,2.014459551,-0.321808026,-0.008151902,-0.065114937,0.021539396,-0.292109305,12.47409029,3.231846854,5.056479137,0.046334075,0.092424731,0.233200113,0.407898362,0.598169668,6146.511379,4425.945555,3756.389026,3444.324805,2813.550403,3874.27832,3260.243806,1696.188821,2202.666971,2151.001746,2182.925858,2157.627266,1518.983486,1474.529833,2186.891185,34164.78229,13095.17679,4196.780753,8639.599175,14462.92673,0.24782961,0.186469762,0.130535317,0.240957553,1.629304521,0.454729459,13.60975891,77.2035503,1.361463774,0.0928,0.1552,3.658884739,7.850858847,10.94980097,10.72292057
933,75438.14096,87249.97489,10.3277309,8.673580628,-75438.14096,-87249.97489,Threshold 1 (Usual care),64.5881865,64.72527083,0,0,5.591125382,4.940555357,0.2466,0.6894,1.432823306,4.189481976,16.49821969,16.06184374,0.055,0.0924,4.068394248,3.748669888,0.8978,0.785,1,4,29963.68148,31263.08696,2229.878301,31268.9843,0.209217319,82.9802138,64.72527083,0.450237239,0.496627117,0.249048103,0.892696995,0.106874412,0.743051201,0.679026137,0.834345015,0.812247391,0.783982985,2.113812271,-0.449912132,-0.139350603,-0.066945948,-0.202541361,1.663298234,-0.488780041,-0.130407418,-0.07974943,0.029151357,-0.225232695,2.034742328,-0.543725221,-0.217281331,0.145792551,0.08432079,-0.211742827,6.913147936,3.748669888,4.940555357,0.037342518,0.139814034,0.169708299,0.41777973,0.592738363,4838.964398,4551.586209,4358.006875,4310.943673,4396.562921,4042.54945,2702.121968,2712.244095,3308.919949,1706.185259,2778.846338,2653.396501,2834.887541,1777.364072,1453.026019,42775.82923,18341.26496,12420.40329,13749.63108,1753.270399,0.186087847,0.145079859,0.129781145,0.292622586,2.150610134,0.459776647,18.48121194,90.44621218,1.33086454,0.055,0.0924,1.432823306,4.189481976,13.53208231,11.44532953
934,70126.14697,80978.95692,8.186063435,8.04058125,-70126.14697,-80978.95692,Threshold 1 (Usual care),64.86721898,64.98701141,0,0,5.903524315,5.496055507,0.3196,0.6566,2.010647706,4.486123919,15.83312641,15.43691671,0.0764,0.1208,5.126253053,5.173252677,0.7468,0.7628,1,4,29986.4402,26576.76076,3413.71432,26557.01073,0.199952517,82.60711333,64.98701141,0.449873301,0.501012998,0.341154673,0.7486946,0.064856495,0.846443348,0.59418222,0.86319001,0.767864469,0.76642342,2.123668004,-0.416139716,-0.31379276,-0.04375617,-0.145118648,1.923124381,-0.363454247,-0.015319676,-0.198060163,0.00693925,-0.186219047,2.093897696,-0.511412551,-0.218917068,0.067429531,0.125469484,-0.144942099,10.49281962,5.178245995,5.496055507,0.082419271,0.080799479,0.262167444,0.334752929,0.57303795,6900.76545,4203.203486,3969.445594,4826.832103,5260.0964,3507.43245,2745.932299,2274.586862,4359.713678,1958.130747,1090.515709,1954.582841,2638.03314,1782.838589,1574.461366,20824.29457,16014.25549,4465.853506,2237.741647,4236.557172,0.286402569,0.121607937,0.374501645,0.288794731,1.457646329,0.437100802,17.10327155,84.80363024,1.157451964,0.0764,0.1208,2.010647706,4.486123919,10.8347434,10.80303819
935,59003.76298,70850.97044,7.782141931,8.713034947,-59003.76298,-70850.97044,Threshold 1 (Usual care),65.21247562,65.36321709,0,0,6.014051638,6.050033603,0.2632,0.6136,2.016898133,5.007885726,14.99373506,15.30939392,0.0474,0.1058,3.634034435,3.456317399,0.7548,0.804,1,4,29961.67325,20613.10955,2129.826525,20746.10752,0.145202455,82.59544676,65.36321709,0.449714863,0.49374668,0.244333308,0.757071283,0.10018859,0.748667527,0.445371448,0.889246475,0.728695817,0.804596966,2.257980673,-0.532165359,-0.124557929,-0.004783565,-0.084310779,1.563706015,-0.40418913,-0.169948619,-0.083806896,0.055039742,-0.327156628,2.104795172,-0.351463759,-0.017637235,-0.041418372,0.044678714,-0.173860753,9.705318608,3.456317399,6.050033603,0.026357299,0.157339365,0.147460999,0.467351722,0.642338054,7991.571249,4481.137311,3371.179688,3072.605958,3634.586219,3109.805425,2830.127375,3309.991761,1096.819396,3004.793139,2399.132462,1494.214684,1373.700167,1702.924848,778.7149261,20751.19059,6010.917816,4931.845844,2860.529495,8077.403106,0.326102249,0.365172527,0.146039027,0.135548817,1.398740597,0.502975987,15.67164259,57.54719341,1.369921458,0.0474,0.1058,2.016898133,5.007885726,10.13395681,11.38016771
936,74812.79285,92709.89783,6.972735115,8.8298573,-74812.79285,-92709.89783,Threshold 1 (Usual care),65.44294345,65.56758007,0,0,6.004917125,6.4469331,0.2024,0.632,1.665569659,5.474776197,15.03810523,15.13324295,0.0406,0.1116,4.304339697,4.026732569,0.6752,0.8422,1,4,29953.08879,31697.7884,2850.876937,31665.48391,0.201916581,82.59367294,65.56758007,0.450123162,0.500031125,0.245340438,0.673837337,0.169328939,0.770616993,0.545365233,0.791299023,0.694016989,0.849564993,2.420813394,-0.427067045,-0.248162942,-0.047335988,-0.113576676,1.664148956,-0.292076048,-0.268093716,-0.010702754,0.07862973,-0.105990165,2.288221657,-0.387573608,-0.116199578,-0.100883292,0.085147164,-0.264129807,12.59070733,4.026732569,6.4469331,0.020596969,0.208432858,0.267720607,0.400920511,0.605345497,5053.597708,5492.387487,4309.357007,4972.929413,5483.013344,4197.873131,2295.158818,2615.133779,4429.717347,3107.998887,2642.959507,1743.438236,1375.541641,2139.072805,1812.109339,22238.27489,14334.99604,10320.37024,9409.155338,5286.870381,0.102662753,0.185671558,0.167040757,0.300393259,1.73802742,0.451824872,14.32282735,76.08550579,1.415696531,0.0406,0.1116,1.665569659,5.474776197,9.088699493,11.70427202
937,77084.53648,90377.06415,8.341484177,4.8160652,-77084.53648,-90377.06415,Threshold 1 (Usual care),64.76772537,64.90447808,0,0,5.400322481,4.564075628,0.1738,0.541,1.658658249,5.00796508,15.63260144,15.66026568,0.0512,0.0778,4.641394195,4.248748227,0.7768,0.4528,1,4,29980.49964,35630.19506,3138.212802,35557.9683,0.231778494,82.68190983,64.90447808,0.449136063,0.497785991,0.205048774,0.780233174,0.299817385,0.677318908,0.43525,0.876625305,0.868709992,0.446844787,2.314228832,-0.545427761,-0.345429599,-0.038148882,-0.003884313,1.827743299,-0.388432161,-0.105939321,0.06214127,0.038618077,-0.184560225,2.123164777,-0.532433511,-0.125149226,0.019702609,0.079194829,-0.324407213,22.75566635,4.248748227,4.564075628,0.025498438,0.108368961,0.262727333,0.388625089,0.600873249,8394.603048,3909.526973,4193.056718,4229.901436,3939.233898,3894.423494,2107.560125,2803.185222,2503.048055,2837.066345,2426.971334,1551.866929,1648.166279,1396.490888,1184.658998,13400.16803,19419.13209,7879.218742,3267.387438,9006.744889,0.073348101,0.330569648,0.186048964,0.274150777,1.388900729,0.465021786,19.07528088,65.97038826,0.938235498,0.0512,0.0778,1.658658249,5.00796508,10.9985288,6.550195506
938,65837.00213,74370.73497,8.771296995,8.57448038,-65837.00213,-74370.73497,Threshold 1 (Usual care),64.63205475,64.74899757,0,0,5.497449429,5.59784697,0.294,0.6602,1.78964524,4.114917967,15.90168138,15.36738027,0.0482,0.0898,3.739182002,3.579353898,0.7882,0.8152,1,4,29983.90992,23529.00084,3301.520353,23537.18428,0.179352176,82.9051204,64.74899757,0.449853572,0.501161715,0.342388568,0.785532281,0.132590803,0.789181166,0.290034376,0.7142369,0.80581352,0.809483623,1.950056756,-0.574739927,-0.305112728,-0.083870591,-0.111570802,1.451623179,-0.432382839,-0.141987633,0.042980882,0.010637541,-0.027952309,2.043544569,-0.41325632,-0.099701373,-0.070643687,0.120908953,-0.208931884,9.359314713,3.579353898,5.599865296,0.025581527,0.092046644,0.254011182,0.413373822,0.566965827,6965.629249,5119.462169,3258.717669,4862.514678,2510.19098,3419.556397,2866.042326,2758.107641,3021.960866,1343.962105,2573.945929,2109.806499,2174.873485,1533.029223,1463.558815,33940.54127,8631.300487,7766.935298,7348.77474,17317.66346,0.090895813,0.190694441,0.098205061,0.028449145,1.461468158,0.405468111,18.54066438,119.5609644,1.036143604,0.0482,0.0898,1.78964524,4.114917967,11.48204547,11.39913457
939,71775.84643,89034.43276,9.353785074,7.983369901,-71775.84643,-89034.43276,Threshold 1 (Usual care),64.84986402,65.0043341,0,0,4.766494014,4.442315407,0.2254,0.511,3.135606343,7.52010124,15.92076785,15.48075097,0.069,0.129,5.62461838,5.478287892,0.8534,0.7662,1,4,29975.30939,26015.72568,3404.051561,26067.87919,0.288559351,82.86884384,65.0043341,0.450106616,0.495297206,0.242575753,0.859181359,0.090310806,0.637227966,0.655259343,0.741400398,0.632783298,0.762757149,2.518849823,-0.456948291,-0.147471409,-0.030783541,0.078670531,1.893220422,-0.506040965,-0.061903116,0.030991117,0.074548139,-0.081320868,1.751644385,-0.381375732,-0.131942113,-0.161456317,0.12600303,-0.166976369,20.35249453,5.478287892,4.442315407,0.032543355,0.089441553,0.181875245,0.392051763,0.52198567,7669.423661,3985.933204,3688.826198,3943.418934,6271.722712,2770.640799,3584.260508,1347.792781,3736.444349,3395.025127,1615.517761,1470.068229,1505.506863,1669.904649,1679.334909,37539.29786,12346.78191,2429.56921,1853.566458,11244.46082,0.112681753,0.407459344,0.297351051,0.138119957,1.636070229,0.490056096,18.09245092,55.4859986,1.06368862,0.069,0.129,3.135606343,7.52010124,12.41580051,10.88604534
940,76755.90111,85969.21975,8.575395757,8.327872883,-76755.90111,-85969.21975,Threshold 1 (Usual care),64.90240212,65.02491703,0,0,6.534718839,6.442480945,0.3112,0.5172,2.756917264,5.283009396,15.96049403,16.06387077,0.0618,0.099,5.372919367,5.285943753,0.776,0.7494,1,4,30030.06486,24949.52963,2243.654716,24947.4087,0.178981279,82.64453978,65.02491703,0.449439668,0.501437753,0.287718057,0.777140594,0.210495183,0.709940671,0.564231244,0.731165441,0.615576512,0.750964948,2.375188613,-0.406178605,-0.189295711,0.005589787,-0.027125906,1.902594757,-0.501811654,-0.087124707,0.047020115,0.041512354,-0.097356546,2.332626191,-0.436016922,-0.097362076,3.4659E-05,0.159961605,-0.317800343,14.18919023,5.285943753,6.449811428,0.032117938,0.061164056,0.21804697,0.321649257,0.571311996,6605.920289,4216.910325,3232.826163,3668.136072,4008.353246,5571.639926,2981.147019,2867.587973,1753.046594,2439.686275,2084.778824,1821.182846,1978.043887,1559.575199,1523.312516,34946.71832,15724.84008,17511.57052,3353.282471,7994.282359,0.372734652,0.310767532,0.408899921,0.234089228,1.673068279,0.444722967,15.08385895,137.9440245,1.828249314,0.0618,0.099,2.756917264,5.283009396,11.20659854,10.96248532
941,70786.89771,75978.14232,9.735999365,8.76143415,-70786.89771,-75978.14232,Threshold 1 (Usual care),65.24644904,65.39050562,0,0,5.635347741,5.23893003,0.2314,0.4928,1.432122812,3.086756052,16.12995835,15.44828304,0.0882,0.0946,5.286310168,4.878745472,0.8828,0.817,1,4,30031.09086,30478.84042,2479.870157,30517.11056,0.226525579,82.18247483,65.39050562,0.450048207,0.50074648,0.241708024,0.88279219,0.163856091,0.772216844,0.400469775,0.714627974,0.563852093,0.813169828,2.036030962,-0.515669071,-0.299070861,-0.009731351,-0.138172042,1.874777123,-0.413994151,-0.259967917,-0.122120401,0.067289155,-0.145159227,2.17026832,-0.465280268,-0.217308412,-0.01374014,0.097738654,-0.346621938,11.24351633,4.878745472,5.24126827,0.073430819,0.130489429,0.269326146,0.284646666,0.529832063,5854.949321,4469.585582,3801.957941,3213.455356,4522.730847,3835.324736,2927.935823,1848.624992,1823.908422,1655.12166,2561.714498,1703.476075,1610.899754,1655.795591,1036.479866,36321.54085,19501.68703,10161.39773,3263.745814,1035.285364,0.182504737,0.361184424,0.21809302,0.178647151,1.969830785,0.379470015,16.75133146,217.6920552,1.526097798,0.0882,0.0946,1.432122812,3.086756052,12.96971941,11.65354631
942,75618.32988,89477.47742,6.655979728,7.652367796,-75618.32988,-89477.47742,Threshold 1 (Usual care),64.90173614,65.03176886,0,0,5.95003159,5.97701281,0.216,0.5916,1.694520335,5.195253987,16.79857476,16.73646773,0.0452,0.1208,5.019035092,4.948634719,0.5742,0.6766,1,4,30049.15292,32168.83666,3630.369223,32188.75647,0.281933431,83.30249705,65.03176886,0.45051017,0.503695206,0.258973814,0.564632931,0.198370303,0.636007204,0.334263083,0.704433865,0.836969046,0.66605837,2.096078085,-0.486737783,-0.186239152,-0.003075229,0.038233447,1.911957112,-0.451762162,-0.153679702,-0.110759006,0.054923977,-0.109702557,2.196381922,-0.495353604,-0.112314402,0.094342779,0.126490448,-0.199906329,12.19901747,4.948634719,5.97701281,0.032555966,0.111916752,0.267931089,0.420950104,0.619820354,6190.963336,4415.046844,3887.45809,3151.481823,4034.265208,4617.441853,2275.96274,1555.623766,2713.200025,2315.049537,2225.086709,2264.534065,2597.511162,1728.865166,1608.672414,39448.24626,10671.54797,5744.529206,14471.11947,5979.867965,0.146150579,0.173945406,0.196220968,0.093091651,1.883957865,0.444444939,18.07397534,146.6215753,1.732478578,0.0452,0.1208,1.694520335,5.195253987,8.800943761,10.46065304
943,62827.07069,70888.77399,6.9489913,8.33612253,-62827.07069,-70888.77399,Threshold 1 (Usual care),64.53313955,64.66580151,0,0,4.17544606,4.248457536,0.3022,0.6058,1.642937199,3.35740753,17.10310399,17.44782131,0.0444,0.0864,5.178264942,5.167414606,0.593,0.6982,1,4,30007.91483,17962.74423,3232.144728,17991.12469,0.222495099,82.71467569,64.66580151,0.4515908,0.502377407,0.35716889,0.596501022,0.340525063,0.729790974,0.280930224,0.783357108,0.806200962,0.699729694,1.927899114,-0.361448325,-0.244556625,-0.035369447,-0.141011344,1.788259112,-0.432438863,-0.112618029,0.061756096,-0.023537828,0.039689993,1.764891158,-0.386060927,-0.022445958,-0.097234756,0.103804463,-0.266979339,8.046280632,5.167414606,4.248457536,0.042095646,0.120378179,0.281112151,0.451544587,0.557887046,4234.997246,4984.825943,4293.204826,3999.46661,4395.908436,4374.848615,3097.13349,1976.790648,3494.01074,2921.054358,2253.864911,1463.071478,1603.35314,1760.937826,2943.604963,29435.78667,6279.879311,8364.026323,3945.313371,6874.603664,0.197187522,0.111564984,0.144484562,0.148848622,1.697928903,0.481491127,22.23645874,90.19202604,1.173537325,0.0444,0.0864,1.642937199,3.35740753,9.192910754,11.12759325
944,75912.77718,88029.51207,7.026754261,7.532315035,-75912.77718,-88029.51207,Threshold 1 (Usual care),64.83925595,64.95135864,0,0,5.065955943,4.924813728,0.3068,0.6742,2.393714226,5.117990144,13.04779875,13.21013752,0.1264,0.1674,4.907734175,4.52521743,0.8014,0.8578,1,4,29949.61215,35380.91206,6150.605392,35405.85301,0.241919824,82.8452325,64.95135864,0.450136111,0.499904556,0.345368703,0.79750509,0.178083318,0.661381532,0.499847679,0.862638747,0.761376928,0.864020376,2.425297664,-0.460796078,-0.339970949,-0.111508103,-0.217253006,1.884489584,-0.384949776,-0.089619664,-0.007533316,0.067271938,-0.281220591,1.97859465,-0.490241214,-0.188069494,-0.063385667,0.066611964,-0.217779426,12.09807277,4.52521743,4.924813728,0.12789946,0.108414179,0.194953328,0.53143844,0.554980677,10086.17934,5040.680105,6155.524118,3395.003001,3913.73831,3470.048086,2897.936623,2185.238085,2765.581345,2120.66772,1634.151297,1486.584032,1803.737815,1237.65999,567.8936517,22184.06902,11613.33395,10409.33265,5483.118661,6571.22822,0.193800632,0.194411752,0.191224526,0.177699382,1.696238715,0.463835636,10.38858865,43.74582091,1.168019243,0.1264,0.1674,2.393714226,5.117990144,9.462905766,10.27390418
945,74765.14409,77140.06412,8.65004122,7.104988375,-74765.14409,-77140.06412,Threshold 1 (Usual care),65.051573,65.19826784,0,0,6.619308778,5.987888136,0.4416,0.5436,3.664442676,4.580841552,15.42267827,15.16442502,0.084,0.0946,6.321355301,6.234639669,0.8216,0.6958,1,4,29987.96551,25929.1869,4406.57717,25863.41321,0.199056396,82.66483756,65.19826784,0.449817454,0.502435109,0.466572056,0.825326145,0.11653741,0.737582758,0.637693915,0.755185547,0.661064519,0.695926268,2.26101674,-0.53480226,-0.285512227,-0.072912307,-0.044435845,2.252051395,-0.47198243,-0.100972468,0.124832666,0.025831373,-0.231223499,2.431724374,-0.446188878,-0.172790667,0.058756407,0.121407485,-0.386702254,13.34403785,6.260138519,5.990170848,0.024094938,0.202369619,0.227562514,0.492060772,0.532283587,5900.130344,3863.761088,5757.058934,3217.842894,3072.019295,2917.825047,2388.60374,2601.90656,2907.501704,1803.082593,2502.8115,769.4798295,1185.224857,3418.659061,1390.664219,27991.85795,10774.30746,17582.60647,5451.444127,12226.21479,0.284776288,0.13969499,0.223444814,0.247100407,2.179415942,0.474215911,15.3226133,69.6483581,1.342873429,0.084,0.0946,3.664442676,4.580841552,11.43229692,9.473029576
946,67107.20149,78822.34699,7.151241239,9.311579275,-67107.20149,-78822.34699,Threshold 1 (Usual care),64.80154978,64.90879673,0,0,7.389038727,7.906920849,0.2516,0.6804,1.852618868,5.638844635,15.79099042,15.72215364,0.047,0.1316,4.688845953,4.533382532,0.6562,0.8686,1,4,29993.0753,26430.86751,2178.818328,26383.83834,0.217087221,82.11418332,64.90879673,0.451872076,0.498920683,0.284007179,0.646252553,0.371680688,0.719180345,0.549691153,0.748219266,0.721232718,0.872199072,2.141761866,-0.540300905,-0.165676747,-0.023220843,-0.014408844,1.73180729,-0.304299669,-0.239679711,-0.003044681,0.050775051,-0.046945648,2.619671439,-0.47484049,-0.022367254,-0.0063254,0.000240933,-0.308076251,10.29957407,4.533382532,7.930826852,0.034818165,0.164845891,0.261608868,0.395365153,0.627859585,4432.063008,5074.077986,2436.278192,4119.838271,2996.970923,3576.799751,2236.802865,2117.502153,1162.090058,2346.794054,2125.83437,2197.182298,3135.461103,1677.35743,1021.271447,32542.62885,11125.61437,9506.762126,6273.092973,9241.800371,0.192521432,0.178235568,0.122774151,0.423658243,1.639703138,0.54587642,17.00203785,45.16922917,1.11047312,0.047,0.1316,1.852618868,5.638844635,9.398012427,12.50608019
