Monte Carlo Dashboard (MIMIC_CUA_sensitivity.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold Usual care)","Cost
(Threshold SF < 88)","Effectiveness
(Threshold Usual care)","Effectiveness
(Threshold SF < 88)","NMB
(Threshold Usual care)","NMB
(Threshold SF < 88)","Optimal
Strategy","t_currentage
(Threshold Usual care)","t_currentage
(Threshold SF < 88)","t_hospitalduration
(Threshold Usual care)","t_hospitalduration
(Threshold SF < 88)","t_imv
(Threshold Usual care)","t_imv
(Threshold SF < 88)","t_imvduration
(Threshold Usual care)","t_imvduration
(Threshold SF < 88)","t_lifespan
(Threshold Usual care)","t_lifespan
(Threshold SF < 88)","t_ltd
(Threshold Usual care)","t_ltd
(Threshold SF < 88)","t_oxygenduration
(Threshold Usual care)","t_oxygenduration
(Threshold SF < 88)","t_survive
(Threshold Usual care)","t_survive
(Threshold SF < 88)","threshold
(Threshold Usual care)","threshold
(Threshold SF < 88)",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold Usual care)","Longterm disability
(Threshold SF < 88)","IMV duration
(Threshold Usual care)","IMV duration
(Threshold SF < 88)","Life expectancy
(Threshold Usual care)","Life expectancy
(Threshold SF < 88)"
540,90400.60219,87033.78,8.658995901,10.65879354,-90400.60219,-87033.78,Threshold SF < 88,65.39076485,65.52379,5.658026025,6.002295771,0.246,0.149,1.728889191,0.945227299,17.32160808,17.9738637,0.041,0.028,4.568113363,4.640514884,0.705,0.852,1,4,29949.79121,45443.63974,3114.906768,45433.83578,0.233830433,82.53029104,65.52379,0.451653688,0.513764923,0.295209092,0.709007363,0.421066895,0.825144081,0.467265207,0.751129552,0.176049685,0.849354618,2.046879031,-0.4217619,-0.281887607,-0.061078504,-0.144626515,1.759846307,-0.459838227,-0.017745534,-0.04572281,0.031339364,-0.191112939,2.178116369,-0.343588192,-0.197229953,-0.0727018,0.108012936,-0.272312333,13.85737426,4.640514884,6.002295771,0.025038841,0.096211527,0.231786639,0.320616906,0.579896309,7312.145646,4884.939356,6447.927981,4855.806875,4611.762906,4192.454293,3055.167573,3418.988611,2762.159199,2475.203404,2442.025431,2024.882208,1432.951568,1535.429483,1139.327041,36154.87987,9310.37763,7435.404799,6043.761737,3479.559392,0.130163959,0.174248348,0.437052676,0.052136903,2.000531753,0.493684295,20.33310815,150.4306652,2.138044583,0.041,0.028,1.728889191,0.945227299,11.38863138,13.8475629
541,75707.28122,69047.69818,9.411718684,8.365970206,-75707.28122,-69047.69818,Threshold SF < 88,64.49805436,64.60439987,5.27226216,5.214690057,0.294,0.133,2.209493962,0.743361019,16.92952082,17.40155435,0.038,0.007,4.03478688,4.237268789,0.799,0.694,1,4,29944.43333,32339.98702,6426.557061,32574.09282,0.263484881,82.51364516,64.60439987,0.450851155,0.497502993,0.280310565,0.771562144,0.376031877,0.655837766,0.493091773,0.623588037,0.049710385,0.674751897,2.266942625,-0.511933747,-0.071900475,0.023357178,-0.092272062,1.644193607,-0.345326532,-0.154713356,-0.260227177,0.028307144,-0.190214858,2.161450129,-0.463319405,-0.148871164,0.068557356,0.042734424,-0.33719338,9.522267499,4.237268789,5.214690057,0.008293288,0.094119823,0.169033972,0.34455373,0.637718525,6763.992566,5799.795155,3822.373665,4593.288282,4728.00529,3474.400332,1891.073366,2569.621895,4651.431251,1971.136268,2905.290796,2612.991421,1335.6968,1234.827797,1608.523588,28615.18165,15678.42935,7365.473783,9695.76232,4257.462339,0.355790655,0.214673225,0.173296303,0.356311844,1.597639772,0.477520267,16.94553118,109.3555859,1.824513602,0.038,0.007,2.209493962,0.743361019,12.25623191,10.69833686
542,79210.06751,74475.87835,6.084924698,7.418714291,-79210.06751,-74475.87835,Threshold SF < 88,65.20625006,65.39064724,6.915495455,7.193635574,0.317,0.226,3.497652902,2.176141472,15.00536442,14.50724955,0.078,0.045,3.970422185,4.125185779,0.61,0.695,1,4,30020.42518,33955.74449,2874.368439,33929.39586,0.110857674,83.55286353,65.39064724,0.452574071,0.500208001,0.308361584,0.64844121,0.215782009,0.881016418,0.532761641,0.616493612,0.125811709,0.687734173,2.438113153,-0.490022869,-0.283062786,0.021839891,0.006895772,1.768263755,-0.398754883,-0.212954967,-0.062837391,0.005493829,-0.162985969,2.345619715,-0.376329396,-0.022182023,0.216219388,0.184673787,-0.275510359,26.88817138,4.125185779,7.28710183,0.032624387,0.165766349,0.302898172,0.555869004,0.575957912,4288.404188,5581.068135,4062.173679,3173.278897,4700.332476,3940.224694,2140.847162,1896.483776,2229.508285,1486.491513,1651.745591,2217.319451,1943.827876,1449.134374,1974.690674,36628.88675,5042.904481,6677.345526,5174.866784,10420.69407,0.29015927,0.089050562,0.319778746,0.447105157,1.909635418,0.440622239,12.1864322,86.24752387,1.550895093,0.078,0.045,3.497652902,2.176141472,7.947324986,9.564211985
543,79022.75985,71066.48286,8.787937166,8.664185145,-79022.75985,-71066.48286,Threshold SF < 88,64.37059497,64.49929702,4.965094293,5.681468675,0.407,0.11,3.594345428,0.92611527,18.34736458,18.16784948,0.08,0.047,3.841756634,3.868909252,0.72,0.706,1,4,29910.06009,30267.11414,3645.382039,30154.5399,0.251278458,82.60906065,64.49929702,0.451969164,0.484332271,0.483793533,0.711713154,0.176541763,0.797154068,0.597344526,0.650198311,0.124441319,0.715668583,2.412287475,-0.439613878,-0.285091285,-0.120464065,-0.101256019,1.607091418,-0.396725065,-0.188693203,0.084576036,-0.029198606,-0.171483656,2.213389321,-0.43739964,-0.333684761,0.04948744,0.047258293,-0.283155011,17.56366435,3.868909252,5.691599019,0.047072047,0.166368855,0.222180703,0.36915438,0.57245746,6776.055212,4077.407265,4785.201418,2081.534517,6095.815373,5381.892377,4193.518422,3052.347643,1359.870333,1615.689443,2629.307334,1593.578057,1833.416979,1892.814318,2764.120661,30699.15926,18063.05341,6831.096957,5117.963042,1113.067347,0.284650593,0.263766843,0.253117055,0.091585944,1.642118985,0.412276328,28.1146756,134.7162873,0.874758859,0.08,0.047,3.594345428,0.92611527,11.95271876,11.45376122
544,71530.21549,69854.13145,10.93644359,10.01575157,-71530.21549,-69854.13145,Threshold SF < 88,65.56370913,65.72628592,6.083066798,5.603965631,0.28,0.283,2.276639875,2.023359419,17.56108868,17.66054943,0.046,0.029,5.130745225,5.042242045,0.909,0.796,1,4,29947.68915,27092.83078,4529.63736,27112.94197,0.140494445,81.88968774,65.72628592,0.451307029,0.502954337,0.260608279,0.903595816,0.276194211,0.72025891,0.424569238,0.877505469,0.220584492,0.817795093,2.223424053,-0.500775263,-0.206020104,-0.092853669,-0.062811531,1.952278321,-0.40138183,-0.079961969,0.086362724,0.046585985,-0.20871696,2.247776977,-0.337026075,-0.123586857,-0.020586894,0.033052458,-0.340074694,12.9989188,5.042242045,5.603965631,0.003053877,0.194121238,0.214860941,0.474263946,0.639469603,6568.940798,5887.104455,5360.591792,2051.702635,4848.347932,3220.966779,2517.504779,2784.78477,4034.313039,1350.993766,2289.849993,3296.206874,1644.789181,1753.980953,1193.794458,38986.94297,18253.19653,4014.168353,4795.479011,2367.736359,0.364174869,0.270505352,0.315826618,0.496189059,1.354062741,0.506017338,23.79752707,92.86051031,1.341989788,0.046,0.029,2.276639875,2.023359419,14.33207754,13.02704667
545,65347.08669,67235.95449,8.615269605,8.646813342,-65347.08669,-67235.95449,Threshold Usual care,64.34082745,64.47268985,5.317261438,5.887312427,0.154,0.112,1.195632762,1.166332538,15.57742945,16.91040437,0.025,0.02,4.330802308,5.07346425,0.79,0.746,1,4,30038.43072,29937.4013,3922.327839,29874.89564,0.326520843,83.28081495,64.47268985,0.448606121,0.517288326,0.128295371,0.788659337,0.090795305,0.735788995,0.552883201,0.865629686,0.076815668,0.758240532,2.478972605,-0.424263806,-0.345265523,-0.080875528,-0.171738824,1.771331456,-0.315551665,-0.070207828,0.02385082,0.116007409,-0.223289584,2.064403893,-0.362827469,-0.044548675,0.021469951,0.122560896,-0.406301616,25.11117012,5.07346425,5.895577876,0.010996435,0.077457316,0.163887387,0.429795786,0.590409715,7422.019399,4291.785793,3709.738315,3069.041777,3773.035963,3628.591741,1473.244461,2751.053802,3670.158367,1778.343041,2876.711514,1293.027598,2424.286665,1651.284947,1287.485375,36044.30846,17990.88711,7486.898747,2278.35296,7321.440574,0.256908437,0.30658855,0.343171476,0.20640017,1.807639466,0.493456727,16.00873585,88.94738258,1.617840045,0.025,0.02,1.195632762,1.166332538,11.26531435,11.25414278
546,72076.40413,66387.42195,8.032971536,6.308102667,-72076.40413,-66387.42195,Threshold SF < 88,65.43726506,65.56010287,6.052484359,5.046517335,0.264,0.152,1.922663204,0.997114902,15.88610789,16.79355266,0.04,0.015,4.512475236,4.5846968,0.729,0.534,1,4,29924.61336,28172.70351,2741.086054,28245.0793,0.346206721,82.20418391,65.56010287,0.449657305,0.500152505,0.221584754,0.723863552,0.21937233,0.715603163,0.555814161,0.716610798,0.145397934,0.538260668,2.235937946,-0.420402026,-0.266632292,-0.181722095,-0.048935504,1.839953749,-0.501676856,-0.066395135,-0.069382594,0.05809975,-0.207155655,2.070980458,-0.473723409,-0.163009728,-0.001561838,0.112474485,-0.212378413,17.06581305,4.5846968,5.046517335,0.017579308,0.049419356,0.273903445,0.417710143,0.641839966,6295.215543,5914.669698,4864.58494,3413.347692,3572.226536,3725.492462,1597.087647,3540.970162,3397.946313,2656.28388,2952.280384,1904.585998,1946.361393,2010.610093,1301.609802,42236.79722,10200.35122,13357.30477,9890.067627,17340.58307,0.375316867,0.146477897,0.229072369,0.202625352,1.777134522,0.449114483,22.30201808,141.5770776,1.366240045,0.04,0.015,1.922663204,0.997114902,10.77462241,8.235138449
547,72655.46406,69284.81597,8.117858962,9.711970491,-72655.46406,-69284.81597,Threshold SF < 88,64.91729044,65.09816532,5.207163904,5.257647292,0.334,0.224,2.122071731,1.072543613,18.33260883,18.1952617,0.051,0.032,3.925206332,4.151018194,0.668,0.763,1,4,29950.75267,32394.79611,2976.332851,32315.55138,0.183870348,82.61696211,65.09816532,0.450274489,0.490670268,0.393988743,0.689671691,0.317629088,0.585158328,0.522680528,0.726498766,0.255648633,0.767817038,2.013590885,-0.509031726,-0.1204165,-0.096900122,-0.121224603,1.620581385,-0.418858114,-0.217773921,-0.107162209,0.132214402,-0.153170654,2.15103094,-0.44229264,-0.082916658,-0.05543625,0.136332621,-0.364368536,7.864383225,4.151018194,5.257647292,0.025233042,0.11296952,0.185762024,0.326599554,0.60975074,4706.484861,4627.1347,2994.342703,4540.905174,2880.286993,3225.665059,2936.342961,2934.143849,2641.342381,2427.551688,1258.588558,1434.959674,2127.818855,1905.352287,1763.566581,31434.68932,8863.238225,4817.388622,7418.958594,8825.230007,0.153784523,0.1572325,0.205993753,0.208789813,1.764695147,0.409442622,21.57749478,380.1864863,1.997337058,0.051,0.032,2.122071731,1.072543613,10.60132009,12.59960633
548,73854.87301,72400.57174,7.655134577,8.471066258,-73854.87301,-72400.57174,Threshold SF < 88,66.15025361,66.26650024,4.913989261,5.474949474,0.347,0.206,2.093346328,1.171341206,13.68042496,15.21924043,0.08,0.075,4.256196625,4.531051456,0.815,0.827,1,4,30076.30263,33584.243,3703.345345,33658.1848,0.288034728,82.87963254,66.26650024,0.450750325,0.502142961,0.428169288,0.821687723,0.083004501,0.650621479,0.520444294,0.839555281,0.188993284,0.818020878,2.077455266,-0.487442694,-0.223266052,-0.046296037,-0.172681752,1.734432939,-0.428729949,-0.052634939,-0.058528891,0.084281079,-0.141777063,2.064936833,-0.51775669,-0.127831757,0.065878036,0.1094447,-0.326400095,9.739577529,4.531051456,5.474949474,0.062536478,0.164760903,0.215906246,0.399000746,0.667736345,4019.727975,4322.232273,3379.600202,5006.319472,2725.419684,4922.536808,2200.005582,3509.456423,2008.527032,2333.102278,2355.547005,2651.405184,1743.732115,2119.784463,1064.128339,45978.68392,6371.995598,7934.335729,8691.657571,4654.069652,0.084330365,0.395601038,0.241666642,0.183144945,1.456423756,0.394894939,17.01086182,98.52778698,1.076933127,0.08,0.075,2.093346328,1.171341206,10.31388346,11.33479997
549,67788.67504,64387.1693,7.615353418,9.386708395,-67788.67504,-64387.1693,Threshold SF < 88,64.37793463,64.5330665,5.108677312,4.93569461,0.352,0.222,3.139112056,2.283356298,16.1190797,16.11342907,0.064,0.05,4.241637962,4.450922532,0.666,0.804,1,4,29991.08007,27823.55599,2823.224217,27857.2316,0.150490814,82.97674366,64.5330665,0.449364907,0.501827592,0.33602764,0.638142237,0.52890284,0.876548739,0.496584064,0.955439411,0.19662388,0.794582685,2.433461033,-0.340490755,-0.199869768,-0.005376685,-0.037987015,1.940205151,-0.559829584,-0.085723097,-0.177803854,-0.013706511,-0.50263889,1.999370984,-0.292064067,0.001697042,-0.111149839,0.063729987,-0.2942144,17.27341543,4.475214813,4.93569461,0.031137666,0.170244093,0.182473091,0.392904542,0.461010375,5251.018823,4985.239253,4647.747881,2487.244588,3655.0313,3610.355145,3128.019246,2688.472967,1222.033214,3574.537339,2082.899522,910.1047013,2337.662156,1477.542689,1669.505862,26995.25473,22941.02847,11525.9496,2035.506069,7443.270645,0.275576812,0.243793158,0.18728169,0.261698836,1.794936221,0.476413997,16.82089029,115.9248116,1.759786176,0.064,0.05,3.139112056,2.283356298,9.913600157,12.15542179
550,82476.65041,83981.13121,10.30672441,7.137381594,-82476.65041,-83981.13121,Threshold Usual care,65.24167422,65.35554038,8.640708357,7.342381634,0.127,0.267,0.987959068,1.98136729,16.44678161,16.88185996,0.038,0.036,5.192406565,4.634411964,0.886,0.618,1,4,29990.19118,37210.48001,4069.937702,37150.87141,0.271428248,82.05645427,65.35554038,0.447394869,0.498289091,0.136943072,0.88769057,0.08755737,0.673383874,0.621661128,0.786404288,0.299420769,0.612021243,2.23377019,-0.475280292,-0.096219415,-0.041644216,-0.088685502,1.91266083,-0.473720703,-0.141921033,-0.05204232,0.06937239,-0.171348543,2.438233394,-0.374478613,-0.132454097,0.004848071,0.012307468,-0.147804433,10.96216556,4.634411964,7.342381634,0.022678732,0.183814739,0.228710567,0.347660444,0.594821199,6724.988967,3727.535646,4354.759776,3974.488705,5710.414112,3604.954171,2373.566622,2608.84948,1915.04073,3546.306487,3482.992795,2573.535313,2368.257458,1856.910341,1350.715879,29251.03151,9420.881987,14869.68893,8289.600922,15781.72563,0.252671312,0.198357771,0.235346551,0.176438367,1.638569398,0.424555314,15.50392486,178.9626452,1.725700574,0.038,0.036,0.987959068,1.98136729,13.41776517,9.325290556
551,61792.56213,60612.67626,8.867221178,7.939234559,-61792.56213,-60612.67626,Threshold SF < 88,64.06349663,64.21739342,5.673569623,5.463114524,0.182,0.18,1.282600144,1.025943373,17.55028784,17.15637233,0.047,0.052,4.091381555,4.022771931,0.742,0.67,1,4,30001.60582,20705.65865,2704.629931,20569.0177,0.149551169,82.38534247,64.21739342,0.451648592,0.50374287,0.176592123,0.736619649,0.22552527,0.820431373,0.540333533,0.949966484,0.215609137,0.68687801,2.107476765,-0.357105283,-0.217884897,-0.07898032,-0.151775262,1.620104024,-0.461075931,-0.2659804,-0.056560891,0.063918784,-0.092350489,2.134822074,-0.505196947,-0.006592428,-0.053248516,0.205612692,-0.28805159,12.31570017,4.022771931,5.463114524,0.047020757,0.18228185,0.242808575,0.465942319,0.570464037,4400.715413,4545.003483,4002.348228,3610.637727,2701.905607,4390.70782,1753.931453,2425.249812,3780.652426,3842.124884,2387.738305,2256.52586,2708.892185,1392.438928,2257.217768,35012.18445,12760.07673,7496.302701,6984.909369,10551.51977,0.224074757,0.114344956,0.13398732,0.107709224,1.792512756,0.479962386,19.45757219,68.22735586,1.392685741,0.047,0.052,1.282600144,1.025943373,11.60953759,10.27963917
552,67977.21377,65609.34606,8.227629007,7.081842616,-67977.21377,-65609.34606,Threshold SF < 88,64.99154408,65.11903876,5.187952738,5.07779735,0.246,0.224,2.212701396,1.774864359,16.07558513,16.1374733,0.062,0.027,5.631815001,5.060446159,0.752,0.61,1,4,30087.2193,25962.475,3333.38995,25871.96717,0.330305341,81.97768422,65.11903876,0.449344652,0.516051141,0.239001761,0.757164846,0.125544831,0.461470484,0.509858564,0.719001944,0.207308901,0.590273074,2.429608486,-0.481158348,-0.235852357,-0.043114021,-0.08961952,1.873076415,-0.493148674,-0.13346161,-0.124642911,-0.01193253,-0.067996546,2.196920438,-0.395447074,-0.080832182,0.055765117,0.12489911,-0.436683827,16.82976958,5.060446159,5.15413921,0.034556342,0.119952407,0.400662742,0.42280902,0.549042068,6329.308631,5974.802048,5081.140498,3124.764785,3798.526847,2514.792751,1913.087179,2319.282828,1545.617536,3201.937289,1857.721821,2185.318836,2260.204332,1353.842203,2518.98571,30602.60566,15780.67572,6915.375228,6343.357859,11875.38648,0.362656586,0.172525466,0.185297913,0.268553022,0.997510396,0.438660734,15.21311819,138.8933461,1.674052793,0.062,0.027,2.212701396,1.774864359,10.9746177,9.21349152
553,78927.1116,69336.11464,8.287540042,9.779525381,-78927.1116,-69336.11464,Threshold SF < 88,64.33165861,64.45468745,6.749410102,7.15509474,0.425,0.113,3.818237477,1.071596034,16.06316281,15.73573559,0.073,0.028,4.422613737,4.770806687,0.75,0.889,1,4,29897.14248,25958.85751,4806.960431,26065.42656,0.31214964,82.35292876,64.45468745,0.448923105,0.492781273,0.452225288,0.751293724,0.414099439,0.665788422,0.502887254,0.696121548,0.088868802,0.880182378,2.171532807,-0.395876048,-0.279282298,-0.067488764,0.037507483,1.811652859,-0.358172981,-0.100921869,-0.078689089,-0.014662668,-0.253421831,2.305939884,-0.412954767,-0.178334039,-0.065797009,0.124989134,-0.202534316,19.82682623,4.799263962,7.15509474,0.014478805,0.111370602,0.204662646,0.479224188,0.526864355,3491.049755,4376.357747,5708.752455,3795.256927,4686.646431,5092.35266,3137.440469,2747.973104,2619.832169,2670.690191,1781.029569,1757.761445,1788.159816,1124.492787,1820.698247,26048.39037,7433.423323,10130.78816,5980.15663,9800.313801,0.343614093,0.181793901,0.263119191,0.268426214,1.320539799,0.458833837,15.10798004,93.58915235,1.634169253,0.073,0.028,3.818237477,1.071596034,11.08299723,12.71232281
554,76527.58028,80600.79483,8.114441175,10.28982101,-76527.58028,-80600.79483,Threshold Usual care,64.85544691,64.99539549,5.974098312,6.730828429,0.281,0.382,1.464219363,2.144472073,16.29810584,16.67742832,0.066,0.068,4.971935741,5.508634554,0.721,0.889,1,4,30106.57964,36703.6273,2019.341532,36689.43955,0.21326444,82.95450324,64.99539549,0.449949406,0.486102727,0.355656965,0.745875305,0.405506828,0.826760758,0.446923907,0.8660638,0.377137662,0.881005296,1.962880057,-0.511648159,-0.068330926,-0.124392279,-0.163141727,1.928011176,-0.402386901,-0.305559151,-0.151150056,0.015551776,-0.125883813,2.212057053,-0.340827557,0.001812708,-0.036726877,0.080173162,-0.231242448,6.027427471,5.508634554,6.730828429,0.052205717,0.173536095,0.178975693,0.418186365,0.637234216,5701.520847,3679.963334,4537.8548,4372.085884,3174.053726,3717.016223,2179.971795,4417.636036,1473.583707,3304.288276,2657.952043,2574.153208,2428.649971,1160.823685,1633.382687,26362.24617,16512.58456,5486.504875,15544.91156,3563.477019,0.107803342,0.07145194,0.361372229,0.188895517,1.820822604,0.459043663,17.87046501,174.4736537,1.927804598,0.066,0.068,1.464219363,2.144472073,10.70217705,13.47200914
555,77601.3868,70594.57508,8.2277786,7.139667406,-77601.3868,-70594.57508,Threshold SF < 88,65.19104577,65.28972848,5.302439574,5.596700334,0.335,0.219,4.279729261,2.476501035,13.80049462,13.16783291,0.095,0.052,3.868732075,3.904536042,0.868,0.767,1,4,29957.81053,24856.93714,2164.691864,24963.59282,0.19634726,82.62142595,65.28972848,0.450741635,0.492149083,0.355859969,0.858624234,0.212986599,0.804975586,0.371100417,0.681994422,0.224632966,0.751224928,2.391119247,-0.539873577,-0.2501435,-0.031399297,0.080640788,1.561208058,-0.542905907,-0.23248689,-0.061182024,0.046850084,-0.123173793,2.047101039,-0.388184972,-0.102257313,-0.148941603,0.060336242,-0.267373671,26.33002721,3.904536042,5.596700334,0.017119181,0.185217855,0.238222006,0.428691803,0.567071099,4374.102546,4125.296841,4037.202924,3749.719036,3992.117299,3399.573046,2436.971152,2283.00813,2688.638726,2866.602605,2619.863612,2775.816166,1824.08267,1725.514412,1780.983495,26870.7009,18961.60097,5942.610716,11720.21608,10196.25313,0.132546178,0.121877667,0.368328897,0.238224492,1.924681998,0.504429063,13.72271298,34.25568503,0.934700058,0.095,0.052,4.279729261,2.476501035,10.86857003,9.304792687
556,71164.95769,64396.09222,9.564445103,8.279276747,-71164.95769,-64396.09222,Threshold SF < 88,64.7806983,64.86947696,5.753742815,5.786852847,0.32,0.07,2.303092702,0.455795735,15.37134267,14.86007289,0.082,0.041,4.859099067,4.83665186,0.898,0.776,1,4,29885.56257,31558.67182,2878.977837,31383.36811,0.215685472,81.87270342,64.86947696,0.449109294,0.491013401,0.349451832,0.882875392,0.214360842,0.652424734,0.5856674,0.885341621,0.024411116,0.774000702,2.351087057,-0.48250464,-0.230603798,-0.078275861,-0.185636302,1.716039622,-0.396206145,-0.122992533,-0.041122146,0.044114493,-0.077575823,2.099230251,-0.403548473,-0.021596136,-0.082797381,0.04879656,-0.299381502,13.96444351,4.83665186,5.806431789,0.05252949,0.106316816,0.374174721,0.402841503,0.58131708,6082.172761,4039.625765,2348.141484,5053.489596,4194.171036,4307.250053,1751.122043,2659.219892,1549.556708,1946.9395,2050.852431,2148.605089,1408.343582,2010.243278,825.4875125,25560.77541,6664.613071,6695.949169,4863.218498,11648.05485,0.078136514,0.154085048,0.308071179,0.188857491,1.618425819,0.484880063,18.60869077,50.54790757,0.873422985,0.082,0.041,2.303092702,0.455795735,12.70088902,10.76121984
557,75325.76199,74741.68255,6.247107011,5.923392795,-75325.76199,-74741.68255,Threshold SF < 88,64.37335615,64.47804383,4.731625508,4.758607534,0.206,0.2,2.150944944,2.211325476,12.43423601,11.34578408,0.092,0.101,4.172759762,4.243906187,0.723,0.766,1,4,30006.34647,36162.71498,4121.972204,35924.43775,0.25747853,81.8113603,64.47804383,0.450521777,0.483172032,0.22348296,0.740258061,0.094350066,0.723550564,0.447893012,0.809855356,0.18581817,0.767753541,2.24998549,-0.520029015,-0.269745778,-0.039522543,0.093803198,1.735638834,-0.366163558,-0.248621838,-0.02382729,0.032869428,-0.213978544,1.851662094,-0.345578951,0.001738311,0.051616174,0.076293339,-0.282791676,28.37921293,4.243906187,4.758607534,0.086613947,0.076731624,0.254546415,0.427179993,0.553128696,5385.742248,5282.734894,3857.976663,3364.044578,3989.570556,3779.282894,3967.265153,3793.463233,3670.033408,1747.886641,2851.964785,1568.099894,1765.411511,1535.971856,1033.374639,28954.98661,26176.78371,6669.596982,5081.491863,7378.514599,0.15030851,0.192264001,0.116935113,0.259651442,1.600411316,0.477179966,8.099009197,30.41472789,1.358299036,0.092,0.101,2.150944944,2.211325476,8.27423372,7.849056784
558,77027.80617,73551.51915,6.485852228,7.582450326,-77027.80617,-73551.51915,Threshold SF < 88,64.61194634,64.79346871,5.44409735,5.612974006,0.308,0.147,1.929566014,0.884953313,16.20961368,17.58534873,0.034,0.019,4.512749868,4.930014834,0.58,0.625,1,4,30039.53835,26677.10546,2797.595845,26658.36954,0.184221725,83.11678694,64.79346871,0.450978604,0.50082591,0.246342486,0.581958245,0.131928952,0.689707045,0.419137902,0.676455205,0.095419974,0.636726077,2.322395714,-0.454963295,-0.245804215,-0.115043446,-0.150121559,1.757189294,-0.417895046,-0.101467968,-0.138722568,0.111164367,-0.099807561,2.07513816,-0.4444448,-0.126080976,-0.046474813,0.128208359,-0.273211177,13.64071029,4.930014834,5.612974006,0.020938528,0.140642317,0.286742299,0.428509692,0.570710919,6737.606274,3974.345904,4307.39242,3608.300994,3622.663895,5650.086859,3874.770468,3015.109411,2766.952461,1803.855899,3179.488464,2197.635091,1693.670098,1861.194247,1734.049951,29617.97552,5915.832161,10650.38037,5950.674259,2175.562368,0.33470486,0.154264473,0.242017166,0.210613932,1.559396448,0.461428411,20.60580676,79.33452321,0.826306469,0.034,0.019,1.929566014,0.884953313,8.442254782,9.89753655
559,68001.21836,66540.00623,8.053359756,7.731228585,-68001.21836,-66540.00623,Threshold SF < 88,64.86831028,65.02982047,5.039536076,4.495668088,0.194,0.206,1.693952536,1.697666202,15.94671514,16.22711388,0.063,0.071,6.5512238,6.29746676,0.745,0.703,1,4,30040.55603,20386.65017,4589.833358,20057.51369,0.263722468,82.84418448,65.02982047,0.449457418,0.516037016,0.19841372,0.727450625,0.360124211,0.774073035,0.437239665,0.787901234,0.224173992,0.726027907,2.351869331,-0.434365885,-0.242733158,-0.040655939,-0.111127604,2.062245007,-0.370776874,-0.323482114,-0.110297325,0.028223487,-0.047616637,2.035606742,-0.323762759,-0.101004302,0.132012778,-0.019993846,-0.262340991,17.25141645,6.29746676,4.495668088,0.065491881,0.089294912,0.175895815,0.311178395,0.568283049,8272.643845,3575.746661,2591.970886,6337.924043,3154.53825,4291.762473,2550.994295,2415.332639,3113.622741,3272.359505,1933.186879,2614.996127,1622.742545,1374.728802,1407.449322,23037.02406,13111.03682,5152.50162,4295.441981,8605.107017,0.140520458,0.079782753,0.236706492,0.122148576,1.362689104,0.451397219,16.77934446,81.81367647,1.328714716,0.063,0.071,1.693952536,1.697666202,10.67884845,10.16284602
