Monte Carlo Dashboard (MIMIC_CUA_sensitivity.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold Usual care)","Cost
(Threshold SF < 88)","Effectiveness
(Threshold Usual care)","Effectiveness
(Threshold SF < 88)","NMB
(Threshold Usual care)","NMB
(Threshold SF < 88)","Optimal
Strategy","t_currentage
(Threshold Usual care)","t_currentage
(Threshold SF < 88)","t_hospitalduration
(Threshold Usual care)","t_hospitalduration
(Threshold SF < 88)","t_imv
(Threshold Usual care)","t_imv
(Threshold SF < 88)","t_imvduration
(Threshold Usual care)","t_imvduration
(Threshold SF < 88)","t_lifespan
(Threshold Usual care)","t_lifespan
(Threshold SF < 88)","t_ltd
(Threshold Usual care)","t_ltd
(Threshold SF < 88)","t_oxygenduration
(Threshold Usual care)","t_oxygenduration
(Threshold SF < 88)","t_survive
(Threshold Usual care)","t_survive
(Threshold SF < 88)","threshold
(Threshold Usual care)","threshold
(Threshold SF < 88)",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold Usual care)","Longterm disability
(Threshold SF < 88)","IMV duration
(Threshold Usual care)","IMV duration
(Threshold SF < 88)","Life expectancy
(Threshold Usual care)","Life expectancy
(Threshold SF < 88)"
11,74407.78099,67787.54019,7.932694755,5.595025384,-74407.78099,-67787.54019,Threshold SF < 88,64.76551655,64.86580944,5.601020252,5.511411109,0.294,0.185,2.183959646,1.320377838,13.90525145,13.59971215,0.049,0.02,5.033903612,3.970001403,0.848,0.592,1,4,30117.44422,33470.61757,3061.893237,33593.94255,0.234802163,83.0770548,64.86580944,0.452057336,0.522279168,0.276969679,0.853983578,0.149942715,0.475938457,0.468704226,0.723785633,0.227358343,0.599992598,2.370874796,-0.477999125,-0.233890575,-0.033409697,-0.177822926,1.832682071,-0.536948855,-0.119267257,-0.025473515,0.063370172,-0.231705231,2.184336638,-0.440120075,-0.095226733,-0.0338219,0.120481792,-0.255975516,12.55192849,3.970001403,5.511411109,0.011415428,0.24186808,0.233006425,0.440233036,0.590144647,6909.524644,4670.139497,3549.081172,3432.473272,3688.237758,3690.355844,1822.559099,2962.283805,2359.254338,4246.370895,2868.629843,951.3051482,1956.281587,1307.497525,2708.326966,35732.13444,11940.12828,7122.459265,6616.948672,3850.234259,0.449610326,0.211077874,0.490044883,0.139054063,1.597912101,0.40964611,15.64880543,54.09337903,0.571163201,0.049,0.02,2.183959646,1.320377838,10.53815423,7.337484541
12,74585.11465,71977.64878,9.993735072,9.115831028,-74585.11465,-71977.64878,Threshold SF < 88,65.40981787,65.5404453,6.589710908,7.121217244,0.333,0.279,3.179291436,2.477436222,17.35358426,17.07439237,0.088,0.078,4.094677163,3.946829231,0.842,0.785,1,4,30045.73224,28447.0635,4178.926886,28337.68934,0.133866975,82.60382918,65.5404453,0.449872219,0.503338059,0.382821205,0.842754315,0.128697607,0.545536891,0.594685104,0.85156791,0.296465918,0.778694511,2.432452885,-0.389999811,-0.221211828,-0.004564716,-0.069227662,1.630012181,-0.416018277,-0.200564554,-0.007526596,-0.018813121,-0.071586822,2.358729253,-0.321372957,0.063014217,-0.130616156,0.036534398,-0.298777511,15.66783362,3.946829231,7.128656371,0.043494764,0.183703666,0.246009304,0.326373934,0.527654111,6264.81293,3783.226122,4406.519723,3000.27469,3591.967356,4135.177547,2622.210326,2853.204193,2387.908416,1314.407887,1987.653587,1475.658203,1892.503992,1153.851349,1313.260626,18688.11328,9349.627249,9678.297146,2351.305967,4145.719461,0.082309943,0.255522584,0.368922366,0.161664037,1.408395248,0.499689503,19.35129166,75.77281655,1.242368051,0.088,0.078,3.179291436,2.477436222,13.23235415,11.98331573
13,74015.70824,68650.92834,9.506694438,8.138856704,-74015.70824,-68650.92834,Threshold SF < 88,64.54351722,64.59886919,6.35221137,5.641767884,0.266,0.17,2.169505119,1.345759896,15.5783339,15.22657163,0.047,0.039,5.865133218,5.01410894,0.876,0.754,1,4,30063.84173,31515.81398,3933.158151,31573.78057,0.219612463,81.40114659,64.59886919,0.451717268,0.503847393,0.269606415,0.873437749,0.278708983,0.631179315,0.504602029,0.931041302,0.180841587,0.74720839,2.431558066,-0.404623053,-0.21318234,-0.006407463,-0.144386431,1.881983871,-0.418084529,-0.103462614,-0.25023536,-0.015804869,-0.103239495,2.196381525,-0.413971115,-0.18177645,-0.116949771,0.035830537,-0.237049838,15.57150548,5.01410894,5.641767884,0.016282274,0.175813644,0.311561362,0.294445137,0.625267335,7892.758122,3859.878422,5333.342844,3904.028926,2884.455979,4475.880042,3032.150701,2462.168572,1112.740167,2726.775686,2341.872857,1221.89355,1868.972846,1027.536678,1803.706394,33791.3624,8386.8611,12381.72811,14581.08472,9510.794467,0.246133884,0.241084537,0.107358064,0.137466811,1.349354596,0.490304433,14.86296963,60.79958399,1.415677769,0.047,0.039,2.169505119,1.345759896,12.43830576,10.65024525
14,72925.71732,76249.53383,9.870692652,9.215773082,-72925.71732,-76249.53383,Threshold Usual care,63.8762228,64.01436777,5.853286883,5.715723299,0.242,0.379,1.363175521,2.268179773,16.40278754,16.82821989,0.029,0.045,5.194007182,4.92592245,0.844,0.778,1,4,30039.29297,31760.44871,3381.88864,31826.5912,0.159153743,83.59335321,64.01436777,0.447911531,0.509333231,0.198154878,0.846697596,0.421138598,0.667223177,0.430220749,0.752374419,0.400615037,0.768842683,2.204756517,-0.395905525,-0.155940701,-0.070486523,-0.189930881,1.805288201,-0.473280307,-0.016801624,-0.010904877,-0.02899042,-0.077445139,2.060555368,-0.304580499,0.011981201,-0.109295155,0.128348622,-0.304026199,8.521299416,4.92592245,5.715723299,0.014273904,0.155344351,0.249267329,0.485513424,0.515514931,7380.798652,4918.403299,3946.619353,3155.1465,4308.595213,3364.114313,2898.884091,1436.968662,2120.509896,2018.955864,2887.802427,2118.37891,1795.463689,1381.684667,2009.391791,24589.26315,13410.25765,7691.576159,5999.625299,3149.028867,0.403286933,0.298719621,0.307392728,0.209690927,1.832265605,0.432804281,17.75976611,105.3019855,1.344346157,0.029,0.045,1.363175521,2.268179773,12.78404184,11.96382758
15,87078.67057,74098.24039,8.152371643,7.492490359,-87078.67057,-74098.24039,Threshold SF < 88,64.14669479,64.30097248,6.306066251,5.704929553,0.289,0.113,3.424750835,1.104278357,15.15275456,14.42368303,0.072,0.037,4.805829385,4.596416477,0.775,0.729,1,4,30000.46095,34242.02099,3778.497382,34241.88372,0.195233252,82.00007985,64.30097248,0.446051649,0.499245976,0.352948981,0.79115358,0.267728651,0.921566619,0.350803675,0.701765993,0.115426916,0.722351883,2.421153727,-0.383281808,-0.201826,-0.085768526,0.024008098,1.788320954,-0.527021928,-0.064595266,-0.059713728,0.095072893,-0.175266961,2.184675962,-0.242297877,-0.024415763,-0.07764319,0.066598186,-0.296776001,21.34846273,4.596416477,5.714322683,0.035595664,0.139019332,0.237815812,0.332405215,0.539627638,5816.569757,5515.411728,4644.980408,4629.138255,5509.739728,4017.650857,4198.042965,2464.98805,1620.903838,2465.455509,2064.269588,1958.134481,3150.29076,2980.908295,1556.120935,24190.4982,13969.26058,3622.613357,9475.380515,4734.688377,0.192652521,0.084239166,0.299255694,0.101281179,1.307645727,0.485700978,8.566341351,66.98984856,1.660456725,0.072,0.037,3.424750835,1.104278357,10.63319319,9.624835632
16,66072.83227,66567.99321,8.879022077,10.1597972,-66072.83227,-66567.99321,Threshold Usual care,64.35717197,64.45453125,6.318204928,5.908845464,0.239,0.229,1.654102664,1.956037972,16.29982484,17.33550765,0.06,0.074,5.934724767,5.895841416,0.772,0.842,1,4,29995.00303,20241.14811,3054.726894,19928.30602,0.119825066,82.77321211,64.45453125,0.449137776,0.488285086,0.284607601,0.778041944,0.128275193,0.798191466,0.529978488,0.798699478,0.272764097,0.827080494,2.181396342,-0.466028986,-0.338336534,-0.064628889,-0.114231517,1.822287637,-0.512592016,-0.150657972,-0.036420153,0.031277,0.051888436,2.205703123,-0.438806205,-0.135053692,-0.011539911,0.123565397,-0.268193154,19.33886596,5.895841416,5.908845464,0.050776983,0.145332852,0.262017929,0.334529417,0.630673916,6432.085935,5020.523603,5041.740369,3422.18814,3988.617741,2695.658643,2359.51983,3209.049614,2416.451637,2047.135578,1469.381861,2380.360295,1600.794042,1921.81759,1287.074597,24847.80719,10729.30538,8654.112681,9079.829046,8030.196278,0.132136891,0.11268743,0.294549477,0.067572943,1.564168648,0.520070249,18.55757614,75.04535685,1.589517842,0.06,0.074,1.654102664,1.956037972,11.52784716,13.22634405
17,78824.56527,72584.20847,10.60191175,10.29795918,-78824.56527,-72584.20847,Threshold SF < 88,63.84521229,63.96004081,5.286870862,5.490153222,0.399,0.184,2.8410206,1.285049115,17.89989172,18.13568253,0.054,0.029,4.839028511,4.804953968,0.84,0.801,1,4,30074.43711,28398.52908,3548.497575,27873.07166,0.213989048,82.57367329,63.96004081,0.449076543,0.501503967,0.402917248,0.841243848,0.250688794,0.83695071,0.66346987,0.774107783,0.207686931,0.804765512,2.064278895,-0.3913489,-0.207363231,-0.089798457,-0.066831097,1.866030391,-0.444956253,-0.185646529,0.014969662,0.031074035,-0.09677359,1.934988787,-0.273408145,-0.223259479,0.13095031,-0.021976672,-0.144225083,11.12243276,4.804953968,5.490153222,0.005678356,0.142735377,0.293227995,0.414431141,0.550386663,7770.200615,5015.137687,4768.406108,4928.252432,2740.55716,5323.441304,2793.26878,2315.343755,4728.283918,4005.229146,2089.543057,1509.535113,1471.249052,2068.225441,1060.045069,40644.10484,22106.6551,10393.13144,9825.215115,1702.085045,0.263834691,0.241038443,0.281775129,0.03707497,1.415349717,0.463244656,19.0303118,116.5758524,1.379052638,0.054,0.029,2.8410206,1.285049115,13.91446202,13.32506612
18,76259.48016,75771.26931,9.236308138,10.53631598,-76259.48016,-75771.26931,Threshold SF < 88,64.68875399,64.82724943,6.557061581,6.487343513,0.232,0.15,1.660682695,1.320409427,16.31629424,16.64159053,0.064,0.054,3.655389696,4.002060628,0.821,0.923,1,4,29982.30866,33162.96687,3293.07786,33078.47846,0.338909216,82.27856542,64.82724943,0.450005925,0.499574725,0.230126535,0.820743717,0.247605666,0.861995534,0.546496705,0.765835123,0.154477471,0.909900389,2.266993625,-0.527238879,-0.190127622,-0.060322205,-0.07792562,1.542666446,-0.513959989,-0.265286016,-0.120219657,-0.006459984,-0.221517703,2.352307121,-0.464518208,-0.11574588,0.071813971,-0.028606483,-0.301896072,13.87236079,4.002060628,6.507116414,0.037735803,0.076888915,0.233232955,0.394376885,0.652679481,7193.228281,3711.112762,4237.311442,4695.078474,3688.734153,5010.460421,3286.971298,3095.534001,2483.487517,2395.10786,2983.207848,1082.82285,1609.087364,1770.589703,2071.050176,30745.80526,16437.10765,3338.62339,5662.940469,4833.457391,0.231733885,0.162356813,0.116156639,0.064174852,1.743226605,0.492769653,19.5471647,98.60136349,1.521617771,0.064,0.054,1.660682695,1.320409427,12.23065155,13.97153974
19,70283.16352,66538.89999,5.385991948,6.465592864,-70283.16352,-66538.89999,Threshold SF < 88,64.68579242,64.7584966,3.666263351,3.907376619,0.251,0.132,1.789085679,0.87575828,15.44964136,14.69465193,0.036,0.019,4.0980677,4.205439632,0.511,0.631,1,4,30026.82643,28682.1229,3775.249205,28468.79145,0.261640428,82.08276453,64.7584966,0.449742159,0.493196882,0.431878705,0.507764377,0.103160146,0.890767477,0.626729943,0.678244578,0.125296805,0.635290323,2.196506573,-0.546194434,-0.182857857,0.032455371,-0.090501883,1.779486807,-0.385216245,-0.118572194,-0.009038486,0.11903245,-0.237537544,1.756993504,-0.447388839,-0.166184675,0.01868481,0.062400722,-0.312139616,12.69045573,4.205439632,3.907376619,0.00357101,0.069249308,0.326089087,0.348794756,0.578266518,7460.026513,4938.586636,4614.504765,4778.193099,3311.999615,3958.678531,4255.289355,2809.079105,3711.921124,3897.518504,1768.355124,1392.602523,2200.760622,1484.032361,929.3656962,21267.01979,16694.75592,4110.330497,5015.575663,8025.021816,0.068270316,0.192211575,0.247663002,0.164527553,1.919576308,0.479204652,15.22142598,51.34502434,1.078552003,0.036,0.019,1.789085679,0.87575828,7.082870451,8.384790735
20,69283.0045,67661.27484,7.193499341,9.223267506,-69283.0045,-67661.27484,Threshold SF < 88,64.46340384,64.60436152,5.552525052,6.105212175,0.237,0.199,2.603924094,2.13792429,16.69347201,16.79156506,0.06,0.073,4.34628181,4.381359745,0.591,0.786,1,4,30043.55364,23668.25406,3425.602782,23509.99394,0.148211754,83.04373971,64.60436152,0.448828121,0.496221153,0.305750709,0.570361256,0.144613214,0.752192708,0.520573678,0.846450624,0.22606074,0.782581431,2.401383613,-0.439500116,-0.340820941,0.024391111,0.04178945,1.73014183,-0.41027444,-0.191918256,-0.023254867,0.074423541,-0.172293041,2.163998841,-0.5413218,-0.237056052,-0.046875457,0.150934664,-0.211726662,38.48014614,4.381359745,6.105212175,0.052567899,0.119069458,0.309035878,0.387450855,0.645579458,8238.603247,5239.639421,4585.547672,4140.37744,3519.089534,4167.475981,3436.136322,3991.948214,3292.342053,1559.631377,2033.840304,1674.735925,2988.073078,1538.66928,749.0599256,21777.59957,6669.20982,7249.278277,5042.545257,2954.693441,0.168375363,0.47494976,0.136464531,0.051625994,1.415015086,0.474045594,14.29290926,137.3599144,2.023706345,0.06,0.073,2.603924094,2.13792429,9.36096541,11.96921381
21,74793.87251,68084.35904,6.895862277,6.656174277,-74793.87251,-68084.35904,Threshold SF < 88,65.68075591,65.84305989,5.309781331,5.06722685,0.306,0.104,2.362751615,0.787485679,15.20689511,15.83986891,0.031,0.023,4.546966072,4.734906984,0.659,0.591,1,4,30034.27605,29736.8471,3313.867852,29739.40827,0.209516497,82.16124094,65.84305989,0.449885704,0.488340082,0.286121828,0.663680374,0.042491387,0.639945013,0.58271554,0.564646311,0.117434738,0.599068462,2.214830928,-0.522374181,-0.203711276,-0.045312292,-0.06585894,1.71008701,-0.427337981,-0.062799851,-0.071395374,0.076051549,-0.054149073,1.913255306,-0.39742381,0.048024661,-0.153958279,-0.012898661,-0.146088581,14.0537728,4.734906984,5.06722685,0.02163929,0.150262155,0.246360134,0.388054768,0.550841082,4952.594892,3920.057417,5085.918667,4826.763665,3489.334112,4890.373529,4257.364857,2779.919318,1703.647081,3139.442452,2058.297296,1968.441684,1036.9866,2610.142318,1876.826276,43630.09449,6826.993542,2671.609309,3105.076175,7022.980212,0.315874113,0.148467392,0.275845488,0.102235959,1.915087009,0.444292449,17.37739619,77.20445713,1.067592039,0.031,0.023,2.362751615,0.787485679,8.952163243,8.646356677
22,79012.95002,67693.75975,8.360137042,6.648454527,-79012.95002,-67693.75975,Threshold SF < 88,64.44593611,64.55825478,5.267004271,5.256191046,0.314,0.039,2.953446358,0.477731153,14.22805361,13.45425708,0.105,0.067,4.142030885,4.109475382,0.858,0.719,1,4,30030.99675,36571.93548,2307.110496,36242.2349,0.215355736,82.42421257,64.55825478,0.453265739,0.500008424,0.323652604,0.845895102,0.227134663,0.649072888,0.464037112,0.855500965,0.057907922,0.758066646,2.37081151,-0.425666148,-0.315576419,-0.026412912,-0.090395639,1.632339238,-0.381976782,-0.039426422,-0.118228802,0.108480211,-0.229737827,2.012168652,-0.376277831,-0.197635697,-0.042058417,0.103477983,-0.26738758,25.03421623,4.109475382,5.256191046,0.077801765,0.200597456,0.25041009,0.383130998,0.575693009,6528.141923,4576.127111,5220.268515,4938.528523,3026.474918,3859.902777,2011.444177,2447.281616,2813.734303,2062.946611,2613.519035,3132.922105,1336.688058,866.2044273,875.5722594,26172.68094,10895.90433,15361.20678,6775.28378,6980.991998,0.150422884,0.537522595,0.056528024,0.014982145,1.372278018,0.485062361,12.61876186,41.07092606,1.100973791,0.105,0.067,2.953446358,0.477731153,11.10620544,8.782391522
23,76299.85148,65602.43017,6.226193545,8.994857846,-76299.85148,-65602.43017,Threshold SF < 88,64.84771872,64.99307823,5.096006068,5.359930919,0.403,0.125,3.618778167,1.25620704,14.87044262,14.7654275,0.09,0.057,3.818618329,3.851629041,0.615,0.876,1,4,30030.73607,31837.79916,4352.985568,31772.12561,0.17520671,82.21455838,64.99307823,0.450614576,0.509607598,0.506920446,0.595465404,0.187006258,0.82386225,0.45064531,0.71856565,0.106704021,0.865816222,2.280984988,-0.409681631,-0.24938367,-0.031523991,-0.036475146,1.576774507,-0.353821785,-0.104207511,0.012956025,0.049511986,-0.138009715,2.211382907,-0.379988672,-0.242584417,-0.070996911,-0.009907278,-0.305630152,18.0184068,3.851629041,5.359930919,0.04995254,0.097156261,0.310363069,0.375129986,0.503261993,9418.444183,5725.069656,3187.099803,3471.571309,3447.621054,3335.475675,2473.335855,1613.021622,2716.329302,2821.462687,2155.836127,1503.643791,1569.045112,1454.079187,816.7771737,29069.91322,24792.8496,11760.55873,12842.0494,8029.325826,0.159620588,0.181114124,0.092426243,0.088963651,1.997271105,0.500372937,14.74024961,47.83531564,1.223926944,0.09,0.057,3.618778167,1.25620704,8.31536919,11.68388789
24,72750.87945,66868.80277,5.862398079,8.192119749,-72750.87945,-66868.80277,Threshold SF < 88,65.31560601,65.4179146,5.493341257,5.943855942,0.271,0.054,1.712257837,0.391036614,14.17907999,14.50816083,0.024,0.023,3.570547624,3.835221956,0.582,0.807,1,4,30018.79399,33582.76496,2256.077631,33650.03095,0.248424855,82.72126523,65.4179146,0.447625939,0.515674493,0.283165321,0.555693127,0.169628078,0.783625477,0.398950753,0.84047719,0.048359757,0.789802146,2.054754635,-0.481431585,-0.270925532,-0.017702701,-0.043081593,1.615406446,-0.436764165,-0.105197605,-0.063793698,0.032621699,-0.192154972,2.168666231,-0.48629535,-0.115751173,0.077042683,0.09318348,-0.253503974,17.56179315,3.835221956,5.943855942,0.017970031,0.143438301,0.257202117,0.345920329,0.52838984,6363.147319,5339.089357,4211.921901,5914.011514,3846.414751,4598.618919,2344.282872,2377.579189,2043.970443,1959.71519,2162.892916,2232.081932,2328.536075,1711.91093,872.8446291,28652.95079,11374.09874,11590.82056,6332.089775,4251.678063,0.271217676,0.243598535,0.234772007,0.060023844,1.584701789,0.477523181,11.41051123,66.76565984,1.35579809,0.024,0.023,1.712257837,0.391036614,7.672979058,10.6291108
25,79175.43239,76024.21753,8.847045567,9.577971562,-79175.43239,-76024.21753,Threshold SF < 88,64.28486901,64.44027655,5.935172003,6.88490494,0.34,0.168,1.953675194,0.80133354,16.37309159,16.83378522,0.054,0.049,3.863898895,4.28016335,0.759,0.834,1,4,30123.84809,33414.66732,2317.180325,33410.60678,0.245523537,83.17972033,64.44027655,0.447886538,0.503412558,0.391007953,0.744730799,0.232265049,0.900261634,0.61688692,0.774212482,0.127419557,0.841332618,2.158073367,-0.429056952,-0.128263599,-0.119896573,-0.217026431,1.71962333,-0.505212792,-0.230000463,0.106223863,-0.036802911,-0.165972623,2.369393644,-0.477696151,-0.112386723,-0.068122859,0.072385511,-0.325832917,8.143198134,4.28016335,6.904780941,0.041427814,0.121779382,0.241536328,0.352986408,0.615386205,5860.095668,4609.736205,4350.314538,3876.662488,3684.944042,4826.295194,3655.602871,2334.996893,3035.465763,2250.060171,1824.04834,1975.884392,1725.944095,2232.584126,1475.156094,32552.70448,13572.59362,11284.17719,9483.129914,7113.997623,0.125326513,0.045375753,0.056108682,0.353177645,1.711789718,0.465366631,17.35529544,98.50733577,1.502764896,0.054,0.049,1.953675194,0.80133354,11.51852621,12.46546045
26,81804.93832,82789.27246,8.23345697,8.683997108,-81804.93832,-82789.27246,Threshold Usual care,66.04077248,66.20802179,6.731437077,7.317906227,0.275,0.26,1.906166846,2.134128162,17.07577778,16.25617957,0.049,0.071,3.229414357,3.56804711,0.702,0.811,1,4,29974.33551,35840.04882,3342.713565,35869.22712,0.204486717,81.68652193,66.20802179,0.44977321,0.500850297,0.281558994,0.697065663,0.355733187,0.739091722,0.458015971,0.863560372,0.304454456,0.812483191,2.207976456,-0.486456041,-0.209597466,-0.056532373,-0.072408414,1.441688132,-0.373203415,-0.092723929,-0.049571081,0.08936063,-0.112220131,2.376364453,-0.556230076,-0.099220268,-0.145534608,0.104945245,-0.194484853,13.08407538,3.56804711,7.317906227,0.037531978,0.223155003,0.156352734,0.364603452,0.64470617,6461.594945,3283.166848,4650.827101,4244.245601,4231.349439,4558.309775,3532.589983,2682.038367,1269.11537,1993.532754,2441.489941,2039.954049,1940.895293,2167.104423,1703.241905,24722.29579,7717.503231,8655.203344,19231.09454,10796.8145,0.236007341,0.278258623,0.14746931,0.155303018,1.49466818,0.521968985,23.39773066,59.01717713,0.918061604,0.049,0.071,1.906166846,2.134128162,10.93369329,11.55987331
27,79439.16119,78250.94939,8.44275042,8.465088098,-79439.16119,-78250.94939,Threshold SF < 88,64.73669276,64.82732023,4.716264563,4.417775348,0.212,0.185,1.443516357,1.128378894,16.37069761,16.95762579,0.031,0.025,4.208839145,4.504841774,0.727,0.71,1,4,29982.41495,38394.72777,3179.739314,38386.02892,0.235616335,82.27410542,64.82732023,0.44910156,0.518352338,0.196042738,0.730934036,0.170723086,0.823926634,0.609024878,0.853843196,0.167880231,0.71901056,2.346568351,-0.638262842,-0.060940312,-0.071727188,-0.153265057,1.783406184,-0.526563745,-0.129864182,0.051929251,0.079508644,-0.193376525,1.820756271,-0.374344774,-0.091898129,0.02035068,0.201068704,-0.262142515,9.502212007,4.504841774,4.417775348,0.020314101,0.124798617,0.328627707,0.379841873,0.559538677,8684.371368,5075.688813,4769.742875,4606.121328,3903.73489,4061.427229,2977.653916,3061.876526,3842.960135,2077.964979,1769.766184,1757.075114,1828.681955,1920.113995,1473.443831,36963.02078,12693.52008,4923.782221,11289.02091,2765.310025,0.259126413,0.090337527,0.173911619,0.207398102,1.68593476,0.43611864,19.45446361,169.4094456,1.576096782,0.031,0.025,1.443516357,1.128378894,10.95376895,11.05286891
28,79796.09392,77623.4445,9.052320081,8.076483236,-79796.09392,-77623.4445,Threshold SF < 88,64.96804338,65.0750513,5.433130355,5.664735036,0.24,0.218,2.802133614,2.248537842,15.61411416,15.94802234,0.05,0.033,4.36897339,4.139935866,0.857,0.717,1,4,30044.99711,33747.52013,1116.497881,33645.57518,0.305870987,82.94762621,65.0750513,0.450052903,0.502838,0.205745008,0.860326644,0.09952049,0.911591662,0.492145076,0.640964231,0.230037101,0.750751364,2.244019759,-0.457739597,-0.267677723,-0.048069502,0.115422177,1.677923553,-0.420385499,-0.150239614,-0.031569621,0.069893482,-0.1331206,1.985019279,-0.365657167,-0.06737937,0.112315555,-0.022407637,-0.167745203,29.97746469,4.139935866,5.664735036,0.013025635,0.182876455,0.247835019,0.412163756,0.525811478,5768.402657,4864.896701,4302.878695,3362.586538,4385.88927,5062.589234,3832.988456,1578.62121,2214.001477,2040.678372,1950.843367,1921.365657,2834.873854,1655.553783,1698.432448,25974.48092,9026.910208,13596.30735,1593.696149,14925.05504,0.439398733,0.119303446,0.290572662,0.249693993,1.586835898,0.430213655,14.81210097,101.3820439,1.432991605,0.05,0.033,2.802133614,2.248537842,11.96790735,10.54323779
29,84346.1654,83868.76546,4.965622657,9.389999186,-84346.1654,-83868.76546,Threshold SF < 88,64.02212109,64.13921032,4.53714001,4.935489004,0.241,0.134,2.195709766,1.302664767,18.5386823,19.5047272,0.028,0.039,3.773480183,4.431357269,0.398,0.723,1,4,30037.8913,42146.52332,4673.050074,42288.48279,0.264762405,82.95137211,64.13921032,0.450813525,0.499849898,0.233822665,0.401351853,0.239579816,0.875581915,0.718467489,0.705359061,0.129012516,0.721409262,2.395069463,-0.46416967,-0.33523283,-0.030697871,-0.066765658,1.639239763,-0.387818412,-0.086810008,-0.071091691,0.053005324,-0.069810811,1.930009314,-0.427914145,-0.140269912,0.007837127,0.105540353,-0.254989936,27.0869475,4.431357269,4.935489004,0.024411416,0.142919945,0.320222911,0.389196165,0.588750189,7021.358226,3872.058852,3177.753488,3167.165939,2921.564516,3763.474755,2434.614287,2987.449839,2643.508259,2832.709899,2722.731777,2313.865333,2513.520983,1711.746684,2931.645676,22879.10175,17556.80495,4108.137282,4742.614617,11369.62886,0.196796748,0.127553858,0.391158467,0.155003637,1.666750815,0.465152797,18.4183315,184.950358,2.009839925,0.028,0.039,2.195709766,1.302664767,6.581911128,12.25658472
30,77266.09289,65999.80334,8.724987484,8.527317149,-77266.09289,-65999.80334,Threshold SF < 88,64.8511454,64.97007,5.090457807,5.357610396,0.453,0.084,3.416111365,0.738047645,16.37778126,16.80576235,0.1,0.043,3.431255801,3.383830278,0.798,0.717,1,4,29917.77261,30294.92155,4012.197647,30277.9728,0.148681261,83.000475,64.97007,0.449230366,0.49005816,0.504742055,0.810457954,0.181052177,0.832016669,0.480819245,0.605035227,0.081138974,0.691673177,2.38040541,-0.46162055,-0.263803318,-0.081086281,-0.128978006,1.458624037,-0.448840327,-0.079981118,0.031295805,0.027480577,-0.178051347,1.923500053,-0.339290707,0.01020766,-0.089424547,0.066698893,-0.215965204,15.49443604,3.383830278,5.357610396,0.047739856,0.144344039,0.276128624,0.403432028,0.609123547,5611.533649,4418.742908,4758.27572,3376.531775,3481.926464,4783.431968,2728.881589,1943.285023,1414.296226,2747.294098,2051.526287,1857.711436,1611.479445,1958.898871,1757.108404,33560.79119,8955.657684,6015.873345,3664.274031,2451.25878,0.191179983,0.348188398,0.134088188,0.053838898,1.657024032,0.430388407,16.55076165,146.563553,1.559574658,0.1,0.043,3.416111365,0.738047645,11.52424791,11.11715966
